id,price
0,6.186444444444438
1,8.551953846153843
2,9.439
3,7.793743682310477
4,8.852185185185185
5,7.979098901098899
6,7.030016666666668
7,6.969692307692309
8,6.268894736842102
9,6.631602434077076
10,9.57164666666666
11,7.371053333333334
12,8.48483673469388
13,8.264010000000003
14,6.582067605633815
15,7.215954545454547
16,7.755842105263156
17,6.501515936254985
18,9.395180327868852
19,9.052826923076925
20,6.69378947368421
21,8.975341232227489
22,9.547899543378996
23,6.732846153846154
24,9.231577777777778
25,7.032047619047619
26,7.081259259259258
27,9.726279411764708
28,7.994485714285711
29,8.584125899280568
30,6.808318181818179
31,8.418451566951564
32,8.24465573770492
33,6.2463125
34,9.70129166666667
35,8.48483673469388
36,9.250608695652172
37,7.6500481927710835
38,9.333597826086953
39,9.726279411764708
40,9.069555555555556
41,8.540750000000001
42,7.081259259259258
43,8.415515151515155
44,7.327795275590546
45,6.301307692307693
46,6.193518518518515
47,9.547899543378996
48,8.778376811594203
49,8.584125899280568
50,7.544286713286711
51,7.089586956521736
52,7.870860465116277
53,7.90168821292777
54,6.960835443037971
55,6.764045454545453
56,8.974626168224294
57,9.333597826086953
58,6.631602434077076
59,6.8997812499999975
60,7.426916666666666
61,8.370012158054719
62,6.631602434077076
63,7.798780487804875
64,7.90168821292777
65,7.542343173431747
66,9.205907216494849
67,8.03540789473684
68,7.69228813559322
69,8.101670781893008
70,9.57164666666666
71,6.4951803278688525
72,6.718571428571431
73,7.90168821292777
74,6.578579999999997
75,6.77068333333334
76,6.582067605633815
77,9.123378571428567
78,6.651878260869562
79,7.461592592592591
80,7.864852017937216
81,6.538183333333336
82,8.29048305084745
83,6.960835443037971
84,8.296366666666668
85,6.218853932584271
86,7.309624999999999
87,6.9093333333333335
88,7.854238095238092
89,8.24465573770492
90,6.298500000000001
91,8.50882840236687
92,7.206350877192984
93,6.415663865546218
94,9.301406779661017
95,8.101670781893008
96,6.582067605633815
97,7.979098901098899
98,6.621569620253165
99,6.441202054794508
100,8.80932
101,6.631602434077076
102,6.718571428571431
103,9.297
104,9.33725
105,8.353229166666669
106,8.399297297297295
107,8.208164739884404
108,6.659872549019606
109,6.421915094339618
110,7.542343173431747
111,8.69862711864407
112,9.702474747474747
113,6.501515936254985
114,7.418338557993736
115,6.441202054794508
116,9.083017857142858
117,7.698738095238096
118,6.747817589576554
119,8.392993670886076
120,7.481999999999993
121,6.369663461538456
122,7.90168821292777
123,8.24465573770492
124,8.373694915254235
125,7.7099010989011
126,6.24139534883721
127,8.432842105263159
128,8.79015492957747
129,8.373694915254235
130,8.370012158054719
131,6.829450000000004
132,7.90168821292777
133,6.288752688172043
134,6.793823008849556
135,9.576146153846151
136,8.012980314960629
137,7.611436781609195
138,8.14119565217391
139,7.418338557993736
140,8.445304347826085
141,7.554900000000001
142,8.59792156862745
143,6.94001020408163
144,6.441202054794508
145,8.79015492957747
146,9.702474747474747
147,7.030016666666668
148,6.786023255813953
149,7.544286713286711
150,6.768843478260886
151,8.79015492957747
152,7.90168821292777
153,7.583066666666667
154,7.698738095238096
155,7.74244
156,6.056000000000001
157,9.07406756756757
158,6.186444444444438
159,6.837190082644626
160,8.303627272727274
161,6.342088235294119
162,7.864852017937216
163,6.578579999999997
164,7.0919041095890405
165,6.738393939393938
166,8.370012158054719
167,7.864852017937216
168,6.441202054794508
169,8.328108695652176
170,7.534464968152872
171,8.418451566951564
172,8.79015492957747
173,8.50882840236687
174,8.584125899280568
175,7.206350877192984
176,6.291813953488371
177,6.284171717171717
178,7.631804347826085
179,6.942159999999999
180,8.589622222222216
181,6.747817589576554
182,7.159727272727272
183,7.542343173431747
184,8.695842105263159
185,7.1328888888888855
186,6.651878260869562
187,8.584125899280568
188,6.065088607594939
189,6.05032
190,6.11634375
191,8.79015492957747
192,7.692407975460124
193,7.99219230769231
194,9.70129166666667
195,9.047171428571431
196,8.204632653061225
197,6.227163043478265
198,7.481999999999993
199,8.584125899280568
200,8.79015492957747
201,6.582067605633815
202,6.0387272727272725
203,8.938641025641026
204,8.418451566951564
205,6.809142857142858
206,8.012980314960629
207,6.768843478260886
208,6.186444444444438
209,9.635684210526316
210,8.624747967479676
211,9.333597826086953
212,8.320514285714285
213,6.767487179487182
214,8.132447761194033
215,6.942159999999999
216,6.808318181818179
217,7.7099010989011
218,7.543259999999998
219,6.43844318181818
220,6.501515936254985
221,7.371053333333334
222,8.101670781893008
223,7.544286713286711
224,6.369761904761904
225,9.010816326530614
226,6.432131782945736
227,7.994485714285711
228,6.218853932584271
229,9.766463414634147
230,8.506895522388055
231,8.80932
232,6.77068333333334
233,8.975341232227489
234,8.50882840236687
235,8.786634615384614
236,6.291813953488371
237,9.57164666666666
238,9.333597826086953
239,9.70129166666667
240,6.501515936254985
241,6.9221276595744685
242,7.030016666666668
243,7.90168821292777
244,9.205907216494849
245,6.49029885057471
246,8.208164739884404
247,8.370012158054719
248,8.229057142857144
249,6.659872549019606
250,6.631602434077076
251,7.90168821292777
252,6.288752688172043
253,9.457632653061223
254,9.260670731707314
255,8.786634615384614
256,6.829450000000004
257,6.208566666666665
258,9.539883720930233
259,7.692407975460124
260,6.05413888888889
261,8.682757142857142
262,5.955666666666667
263,7.106098360655742
264,8.50882840236687
265,9.198309523809522
266,6.837190082644626
267,8.829702702702702
268,6.896328
269,9.250608695652172
270,8.923654545454546
271,8.867173913043477
272,7.481999999999993
273,7.018999999999993
274,7.418338557993736
275,6.631602434077076
276,7.154235294117647
277,9.547899543378996
278,8.506895522388055
279,9.366171428571429
280,7.45063157894737
281,6.631602434077076
282,7.481999999999993
283,7.106098360655742
284,6.441202054794508
285,6.764045454545453
286,6.659872549019606
287,6.681164179104479
288,6.435399999999998
289,7.864852017937216
290,6.829450000000004
291,7.544286713286711
292,9.547899543378996
293,6.501515936254985
294,6.621569620253165
295,8.682757142857142
296,6.793823008849556
297,8.584125899280568
298,8.418451566951564
299,7.200865000000001
300,8.80932
301,7.166245283018866
302,7.031720930232559
303,8.923654545454546
304,6.268894736842102
305,6.768843478260886
306,7.481999999999993
307,9.547899543378996
308,9.166350000000005
309,8.98589361702128
310,8.50882840236687
311,6.501515936254985
312,6.767487179487182
313,8.540750000000001
314,9.028666666666666
315,8.163411764705883
316,6.0387272727272725
317,9.70129166666667
318,6.369663461538456
319,6.644666666666666
320,8.353229166666669
321,8.624747967479676
322,6.49029885057471
323,9.166350000000005
324,8.418451566951564
325,6.77068333333334
326,6.835405797101448
327,9.439
328,6.94001020408163
329,6.43844318181818
330,6.24139534883721
331,8.48483673469388
332,8.204632653061225
333,6.921229357798167
334,6.69378947368421
335,6.441202054794508
336,8.208164739884404
337,8.48483673469388
338,7.266377777777779
339,9.010816326530614
340,7.755842105263156
341,6.764628318584068
342,8.80932
343,8.24465573770492
344,6.973705882352939
345,7.418338557993736
346,7.639655737704916
347,6.768843478260886
