,id,price
0,0,6.193985544910911
1,1,8.53206932455472
2,2,9.44349304795794
3,3,7.824292221332435
4,4,8.870094185922689
5,5,8.026505148166835
6,6,7.033491818396476
7,7,6.93258546949649
8,8,6.253798166274863
9,9,6.641188874592715
10,10,9.555176568701924
11,11,7.373310578347075
12,12,8.49823175342791
13,13,8.249702328567048
14,14,6.58499190684947
15,15,7.195814415290219
16,16,7.730626948981167
17,17,6.433046206413219
18,18,9.371074047954153
19,19,9.08098573744528
20,20,6.766365013907272
21,21,8.939794692770427
22,22,9.51914590626037
23,23,6.719677242101836
24,24,9.21584337346836
25,25,7.164786364839297
26,26,7.104901888587278
27,27,9.699148314443997
28,28,8.045952186182504
29,29,8.565733722545959
30,30,6.754035418240072
31,31,8.413381780017165
32,32,8.367625498493117
33,33,6.175252794790149
34,34,9.66461803276982
35,35,8.4941629759404
36,36,9.152432253847955
37,37,7.668629101012746
38,38,9.367856028895268
39,39,9.696678256859165
40,40,9.170113182841526
41,41,8.4530688662722
42,42,7.124902797251714
43,43,8.42016282000445
44,44,7.376405210885837
45,45,6.306352710199764
46,46,6.276596906771771
47,47,9.5673730169938
48,48,8.796109138149808
49,49,8.583621629901799
50,50,7.558523480223062
51,51,7.114878309196678
52,52,7.845863215638758
53,53,7.81219439511543
54,54,6.97894217563006
55,55,6.726831618260165
56,56,8.970714103443477
57,57,9.275132013995673
58,58,6.6872041331441565
59,59,6.874606078306274
60,60,7.454672537149336
61,61,8.374422185099693
62,62,6.656771797081748
63,63,7.780764083190075
64,64,8.000109050486309
65,65,7.509032913695982
66,66,9.203812333320126
67,67,8.009693815719643
68,68,7.7254185660730545
69,69,8.075759361992361
70,70,9.559805600695032
71,71,6.5722493072381125
72,72,6.6477562534308685
73,73,7.9642530422807765
74,74,6.5966733633115515
75,75,6.7310894989492365
76,76,6.600893440654635
77,77,9.14673333065739
78,78,6.702764395048033
79,79,7.539485596231658
80,80,7.882362359862102
81,81,6.615452561412805
82,82,8.308052220331065
83,83,6.973520646818464
84,84,8.356074668614442
85,85,6.232471086892676
86,86,7.270031457053208
87,87,7.0194118893610336
88,88,7.904692768194832
89,89,8.249744930125374
90,90,6.43431231920882
91,91,8.503474160517008
92,92,7.158430728333388
93,93,6.468729997733228
94,94,9.27377927344044
95,95,8.018750729275851
96,96,6.601882216635533
97,97,8.076336078459189
98,98,6.668822906604471
99,99,6.421393068520736
100,100,8.848341769938513
101,101,6.631445612383442
102,102,6.6522160370416
103,103,9.326979342768455
104,104,9.34202383536758
105,105,8.365482466126624
106,106,8.43724639435256
107,107,8.070824838835454
108,108,6.653891989449266
109,109,6.397001773768414
110,110,7.54026566813424
111,111,8.67465956694964
112,112,9.690407971878063
113,113,6.540660682939756
114,114,7.451054368744261
115,115,6.4206839605993205
116,116,9.086773305318893
117,117,7.664305409705957
118,118,6.8059621038634335
119,119,8.405774484694657
120,120,7.47243259144057
121,121,6.4562083596067295
122,122,7.875441735869759
123,123,8.336940058330047
124,124,8.437522518633
125,125,7.764607102008822
126,126,6.2165914808127525
127,127,8.528231352175585
128,128,8.772233050618835
129,129,8.395190471442588
130,130,8.364718707101536
131,131,6.771858870169195
132,132,7.924624407748775
133,133,6.346367113389713
134,134,6.748609490837584
135,135,9.549055675093133
136,136,7.982050400165553
137,137,7.598617745051167
138,138,8.151237968958565
139,139,7.435440758385848
140,140,8.47585070306301
141,141,7.490438032085948
142,142,8.678379492592331
143,143,6.9235045481719375
144,144,6.442736330682786
145,145,8.77251823946901
146,146,9.675576911128985
147,147,7.009751627511805
148,148,6.813976061750281
149,149,7.578832955005204
150,150,6.651648689614345
151,151,8.758809482985257
152,152,7.917459748249072
153,153,7.551168857993794
154,154,7.722455925319765
155,155,7.814645053469435
156,156,6.138977167394476
157,157,9.102780730348142
158,158,6.241275939047053
159,159,6.835984037129431
160,160,8.245003957357397
161,161,6.3816862610103335
162,162,7.836226465372895
163,163,6.57027939296384
164,164,7.099905197858014
165,165,6.71188110534469
166,166,8.366327906892202
167,167,7.969146788160332
168,168,6.422054884120244
169,169,8.312806648735194
170,170,7.500305104930071
171,171,8.421383141124025
172,172,8.77251823946901
173,173,8.506745793125916
174,174,8.535592731835159
175,175,7.120953980133179
176,176,6.213282429738952
177,177,6.325395843025667
178,178,7.640744071540062
179,179,6.834464263008559
180,180,8.554038027914634
181,181,6.798404536347124
182,182,7.131987658552266
183,183,7.501888277831778
184,184,8.7251374350294
185,185,7.146153876148462
186,186,6.6606711501772065
187,187,8.578799239173643
188,188,6.096756849930277
189,189,6.234351417847318
190,190,6.113335501922796
191,191,8.747303416087282
192,192,7.779800556766221
193,193,8.0271847435393
194,194,9.654893011146475
195,195,9.044669282802893
196,196,8.220164870836891
197,197,6.2382108798276
198,198,7.484144621294115
199,199,8.577652649430103
200,200,8.777437605890704
201,201,6.585604840599355
202,202,6.204666774415864
203,203,8.878419478172951
204,204,8.378491217443754
205,205,6.76620337443259
206,206,7.985196472737958
207,207,6.6099294272458495
208,208,6.240901167146474
209,209,9.534658096603854
210,210,8.601356668054173
211,211,9.259899044516988
212,212,8.438817972522187
213,213,6.682790301032273
214,214,8.09848349243988
215,215,6.981504162811064
216,216,6.7455052674156635
217,217,7.744723589562588
218,218,7.541836645488809
219,219,6.42985145420045
220,220,6.523927351450162
221,221,7.315858608450304
222,222,8.071524597097351
223,223,7.5563631490692105
224,224,6.293556538960575
225,225,9.013253346052032
226,226,6.4181832227661255
227,227,7.9655751443576595
228,228,6.212131795450591
229,229,9.720831323791963
230,230,8.474752086307971
231,231,8.86025652188626
232,232,6.700292050514939
233,233,8.904224610419702
234,234,8.546600264777044
235,235,8.661904558076547
236,236,6.253386144010482
237,237,9.559805600695032
238,238,9.259899044516988
239,239,9.65139900072084
240,240,6.538844578163996
241,241,6.996086877463795
242,242,7.091462992006744
243,243,7.869169218557079
244,244,9.208539659155404
245,245,6.553554451792807
246,246,8.2482135099788
247,247,8.365442953042324
248,248,8.23140826673271
249,249,6.649076071730033
250,250,6.684077552204382
251,251,7.846240220993809
252,252,6.328658644603445
253,253,9.40563342008786
254,254,9.292425506077114
255,255,8.674221731512521
256,256,6.754082757429382
257,257,6.232653732090398
258,258,9.578911627553692
259,259,7.640559804005668
260,260,6.129490166875639
261,261,8.64178774022269
262,262,6.072722367276445
263,263,7.073862090825584
264,264,8.507893732608812
265,265,9.311091134472607
266,266,6.88204976787806
267,267,8.736201635710092
268,268,6.873970813562716
269,269,9.17374224273733
270,270,8.868274515214782
271,271,8.876065282253942
272,272,7.470542330993369
273,273,6.987503730001623
274,274,7.4222567843266685
275,275,6.642351504980987
276,276,7.149720771360162
277,277,9.54600049142983
278,278,8.537591247879373
279,279,9.21569532782412
280,280,7.499024111680293
281,281,6.659653145780267
282,282,7.460784539051459
283,283,7.073862090825584
284,284,6.436992118002783
285,285,6.705382228535567
286,286,6.6444777724903155
287,287,6.75624412575982
288,288,6.524713916543502
289,289,7.934361953211228
290,290,6.823885753111054
291,291,7.555520165278916
292,292,9.515123264991349
293,293,6.53733526701896
294,294,6.668885554535191
295,295,8.575551529162492
296,296,6.715459695780969
297,297,8.579961338536163
298,298,8.381012665678954
299,299,7.162567856316485
300,300,8.860728258157883
301,301,7.1380678430228945
302,302,6.980406352830235
303,303,8.890659435319378
304,304,6.231528936735112
305,305,6.646863344350484
306,306,7.458978608236138
307,307,9.550156871026399
308,308,9.126018458833842
309,309,9.056687665412365
310,310,8.502542824343907
311,311,6.529521730201114
312,312,6.591400762271599
313,313,8.4530688662722
314,314,8.996116667336057
315,315,8.209974688775366
316,316,6.15667570648551
317,317,9.654946592891791
318,318,6.476505571289806
319,319,6.720362863570456
320,320,8.371520102997135
321,321,8.59093431637379
322,322,6.517087643625331
323,323,9.174220575243814
324,324,8.378380957085547
325,325,6.727180528052465
326,326,6.851356796717055
327,327,9.523866905701297
328,328,6.935281830410289
329,329,6.442458533984673
330,330,6.358101561653439
331,331,8.542106773328262
332,332,8.195861059552804
333,333,6.879952931260752
334,334,6.70053802342064
335,335,6.419528832487957
336,336,8.197927863212907
337,337,8.55390144358728
338,338,7.267674821178231
339,339,9.00728719811515
340,340,7.6703647906438315
341,341,6.793513428528728
342,342,8.867301807298125
343,343,8.318252720631293
344,344,6.958524994328413
345,345,7.4098645512493855
346,346,7.6542637093036845
347,347,6.635447504751118
348,348,8.304353064536478
349,349,6.763231783087784
350,350,7.926717279719445
351,351,8.350544824274433
352,352,8.53498517667321
353,353,9.210518413834428
354,354,9.640344889090533
355,355,7.905583829538875
356,356,8.145739107252876
357,357,9.684819194816487
358,358,7.669071511369249
359,359,8.342511378933281
360,360,9.740009826389771
361,361,7.469558067921667
362,362,8.506852317229434
363,363,7.823533665950087
364,364,8.33466401791896
365,365,7.3063960281074865
366,366,9.694692347041213
367,367,6.1522247561223
368,368,9.682516092471527
369,369,6.516207374384541
370,370,9.110810071314328
371,371,7.095148030765522
372,372,6.53216906685777
373,373,7.191615943814989
374,374,8.663094930558824
375,375,8.531694483122605
376,376,7.422418776155744
377,377,8.890819330549132
378,378,8.516221736150621
379,379,8.860523168686267
380,380,6.2899603803142154
381,381,6.541342462938148
382,382,6.29467184596314
383,383,8.756017234034362
384,384,9.508077070595998
385,385,8.950948371124449
386,386,6.785141350935718
387,387,6.7474686664713115
388,388,6.181630507434203
389,389,8.077292369596492
390,390,8.524872259235643
391,391,6.711627756148107
392,392,9.687837593183747
393,393,6.540301718466227
394,394,6.708825603338044
395,395,7.884627759978145
396,396,8.860523168686267
397,397,6.1730142913956705
398,398,8.372620653042322
399,399,9.19412748483906
400,400,6.754448149734092
401,401,9.693890248274439
402,402,8.794173009708258
403,403,9.692119501641297
404,404,7.133947825647794
405,405,8.124341550710572
406,406,8.204658528676335
407,407,8.415175470625432
408,408,8.772155834901085
409,409,8.45763805900228
