id,price
0,6.185646211175277
1,8.518997026769805
2,9.4611364991639
3,7.8155065159203945
4,8.898958462405748
5,8.026132462688375
6,7.034924656365851
7,6.930580760490614
8,6.254201425076775
9,6.663098962693471
10,9.552986901002175
11,7.366262328758978
12,8.505055876186017
13,8.254969595082075
14,6.577186132748315
15,7.190138747158252
16,7.713551183880789
17,6.4388643340357365
18,9.384543296556325
19,9.075239486689231
20,6.777719774732268
21,8.945765605173735
22,9.515550680147452
23,6.71066457124852
24,9.2093100919846
25,7.144960204021939
26,7.120371873341472
27,9.70604549510507
28,8.033294068122194
29,8.574553912351222
30,6.741840348219601
31,8.41136233356921
32,8.371377869648562
33,6.1816428908867795
34,9.661013075065068
35,8.514735952694652
36,9.173312545448578
37,7.6801805346016
38,9.334674398925534
39,9.704226622515767
40,9.180789650844096
41,8.456038832206602
42,7.128681344205293
43,8.449817260577657
44,7.373971522705943
45,6.317014397662377
46,6.250924195322959
47,9.555803387559202
48,8.790987146698336
49,8.586461605271065
50,7.557003889621362
51,7.121985540813216
52,7.860923519836953
53,7.819978721711469
54,6.967081382870938
55,6.7347616239675085
56,8.968554414011027
57,9.277744227403467
58,6.7008471623382695
59,6.864808006763551
60,7.431419726830598
61,8.362129027547153
62,6.669961621572202
63,7.773588771775419
64,8.02217645816669
65,7.5155345753144225
66,9.213032744339662
67,8.031505517420841
68,7.721713959805398
69,8.086169295314244
70,9.568710380793767
71,6.549054037336383
72,6.6430593317616875
73,7.955919340979355
74,6.612528649012627
75,6.740907232366275
76,6.598558087119151
77,9.148216637205485
78,6.699850212138755
79,7.5299389131371335
80,7.881638095914675
81,6.604228194035426
82,8.312676835033985
83,6.965868783333991
84,8.388370371660349
85,6.234745436815917
86,7.260121070717179
87,7.001878022211234
88,7.898394594664559
89,8.244308805643252
90,6.423161051336864
91,8.497752646725818
92,7.178034863993739
93,6.450673798563612
94,9.26064990726319
95,7.984012088848425
96,6.599554209896105
97,8.071201602839826
98,6.632580027901305
99,6.436484302391513
100,8.850764403541547
101,6.621596926681393
102,6.647230411198234
103,9.32772534937203
104,9.343785641445901
105,8.357573566215256
106,8.437773213791004
107,8.10020118964624
108,6.6433741151946775
109,6.403488612362426
110,7.542563099693784
111,8.67690083632603
112,9.691106001708965
113,6.535424304213974
114,7.447227101834248
115,6.422762388393711
116,9.082352139064374
117,7.673072742582143
118,6.804318446898695
119,8.404810059515157
120,7.478523993671438
121,6.465337211284302
122,7.885295136415375
123,8.333514962317746
124,8.436113510261437
125,7.7657663141414774
126,6.21995551106226
127,8.521193099668885
128,8.761305965580023
129,8.403544361345595
130,8.352241346364387
131,6.7844676198975105
132,7.917713380273135
133,6.32226698633524
134,6.765990582058853
135,9.55545769376893
136,7.980769511124962
137,7.603873224981243
138,8.141888814635488
139,7.4359658004570335
140,8.482558602828986
141,7.489879706682261
142,8.625899864327357
143,6.946495977060305
144,6.4431222835450885
145,8.761305965580023
146,9.681006725890624
147,7.008874275839926
148,6.8152445392150325
149,7.576813866684847
150,6.667257098052188
151,8.753349111639686
152,7.910454946178808
153,7.54854433267902
154,7.724913507500134
155,7.826625314008783
156,6.1405965762932615
157,9.11860978468265
158,6.243314947249335
159,6.8409164147066654
160,8.24582668371181
161,6.376993256837547
162,7.854068821155474
163,6.585138977218616
164,7.105985415235405
165,6.705868105049239
166,8.35452876266164
167,7.98921756801376
168,6.431044439210861
169,8.30906437444248
170,7.4972543550506865
171,8.41601635446303
172,8.761305965580023
173,8.500038724782009
174,8.538338229682493
175,7.128453636736175
176,6.211580004918347
177,6.3201452774058025
178,7.6418551136990835
179,6.796253283520781
180,8.571264825642112
181,6.797349324151948
182,7.1152550360906535
183,7.516971314861492
184,8.709807442402626
185,7.151734808893577
186,6.644514040601815
187,8.58006059049292
188,6.092272127103309
189,6.2525339362203995
190,6.104037391707891
191,8.732727914675344
192,7.789041992786691
193,8.028333967549242
194,9.639562019839133
195,9.04117182869825
196,8.226646393296488
197,6.244133048807365
198,7.484953700363201
199,8.580336667484291
200,8.767272087525825
201,6.577186132748315
202,6.186270425161004
203,8.886946647704702
204,8.399784498197015
205,6.759381810331368
206,7.99930594428946
207,6.604107777972517
208,6.234140372904823
209,9.565337328345835
210,8.620840721839373
211,9.26872258185489
212,8.399631008696538
213,6.690809908861679
214,8.093173943260249
215,6.971062207840145
216,6.74342480329394
217,7.7472263020243455
218,7.5337980799050515
219,6.437737033283855
220,6.5110268403280145
221,7.315628476535213
